Mod:Item:MetaData, Localized Name
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:fluid_cell:0, Universal Fluid Cell
ic2:cable:0, Copper Cable
ic2:cable:0, Insulated Copper Cable
ic2:cable:1, Glass Fibre Cable
ic2:cable:2, Gold Cable
ic2:cable:2, Insulated Gold Cable
ic2:cable:2, 2x Ins. Gold Cable
ic2:cable:3, HV Cable
ic2:cable:3, Insulated HV Cable
ic2:cable:3, 2x Ins. HV Cable
ic2:cable:3, 3x Ins. HV Cable
ic2:cable:4, Tin Cable
ic2:cable:4, Insulated Tin Cable
ic2:cable:5, EU-Detector Cable
ic2:cable:6, EU-Splitter Cable
ic2:upgrade:0, Overclocker Upgrade
ic2:upgrade:1, Transformer Upgrade
ic2:upgrade:2, Energy Storage Upgrade
ic2:upgrade:3, Redstone Signal Inverter Upgrade
ic2:upgrade:4, Ejector Upgrade
ic2:upgrade:5, Advanced Ejector Upgrade
ic2:upgrade:6, Pulling Upgrade
ic2:upgrade:7, Advanced Pulling Upgrade
ic2:upgrade:8, Fluid Ejector Upgrade
ic2:upgrade:9, Fluid Pulling Upgrade
ic2:filled_tin_can, ic2.filled_tin_can.name
ic2:iodine_tablet, ic2.iodine_tablet.name
ic2:crystal_memory, ic2.crystal_memory.name
ic2:rotor_wood, ic2.rotor_wood.name
ic2:rotor_iron, ic2.rotor_iron.name
ic2:rotor_steel, ic2.rotor_steel.name
ic2:rotor_carbon, ic2.rotor_carbon.name
ic2:dynamite, ic2.dynamite.name
ic2:dynamite_sticky, ic2.dynamite_sticky.name
ic2:remote, ic2.remote.name
mekanism:MultipartTransmitter:0, Basic Universal Cable
mekanism:MultipartTransmitter:1, Advanced Universal Cable
mekanism:MultipartTransmitter:2, Elite Universal Cable
mekanism:MultipartTransmitter:3, Ultimate Universal Cable
mekanism:MultipartTransmitter:4, Basic Mechanical Pipe
mekanism:MultipartTransmitter:5, Advanced Mechanical Pipe
mekanism:MultipartTransmitter:6, Elite Mechanical Pipe
mekanism:MultipartTransmitter:7, Ultimate Mechanical Pipe
mekanism:MultipartTransmitter:8, Basic Pressurized Tube
mekanism:MultipartTransmitter:9, Advanced Pressurized Tube
mekanism:MultipartTransmitter:10, Elite Pressurized Tube
mekanism:MultipartTransmitter:11, Ultimate Pressurized Tube
mekanism:MultipartTransmitter:12, Basic Logistical Transporter
mekanism:MultipartTransmitter:13, Advanced Logistical Transporter
mekanism:MultipartTransmitter:14, Elite Logistical Transporter
mekanism:MultipartTransmitter:15, Ultimate Logistical Transporter
mekanism:MultipartTransmitter:16, Restrictive Transporter
mekanism:MultipartTransmitter:17, Diversion Transporter
mekanism:MultipartTransmitter:18, Basic Thermodynamic Conductor
mekanism:MultipartTransmitter:19, Advanced Thermodynamic Conductor
mekanism:MultipartTransmitter:20, Elite Thermodynamic Conductor
mekanism:MultipartTransmitter:21, Ultimate Thermodynamic Conductor
mekanism:ElectricBow, Electric Bow
mekanism:Dust:0, Iron Dust
mekanism:Dust:1, Gold Dust
mekanism:Dust:2, Osmium Dust
mekanism:Dust:3, Copper Dust
mekanism:Dust:4, Tin Dust
mekanism:Dust:5, Silver Dust
mekanism:Dust:6, Lead Dust
mekanism:Ingot:0, Refined Obsidian Ingot
mekanism:Ingot:1, Osmium Ingot
mekanism:Ingot:2, Bronze Ingot
mekanism:Ingot:3, Glowstone Ingot
mekanism:Ingot:4, Steel Ingot
mekanism:Ingot:5, Copper Ingot
mekanism:Ingot:6, Tin Ingot
mekanism:EnergyTablet, Energy Tablet
mekanism:SpeedUpgrade, Speed Upgrade
mekanism:EnergyUpgrade, Energy Upgrade
mekanism:FilterUpgrade, Filter Upgrade
mekanism:MufflingUpgrade, Muffling Upgrade
mekanism:GasUpgrade, Gas Upgrade
mekanism:AnchorUpgrade, Anchor Upgrade
mekanism:Robit, Robit
mekanism:AtomicDisassembler, Atomic Disassembler
mekanism:EnrichedAlloy, Enriched Alloy
mekanism:ReinforcedAlloy, Reinforced Alloy
mekanism:AtomicAlloy, Atomic Alloy
mekanism:ItemProxy, item.ItemProxy.name
mekanism:ControlCircuit:0, Basic Control Circuit
mekanism:ControlCircuit:1, Advanced Control Circuit
mekanism:ControlCircuit:2, Elite Control Circuit
mekanism:ControlCircuit:3, Ultimate Control Circuit
mekanism:EnrichedIron, Enriched Iron
mekanism:CompressedCarbon, Compressed Carbon
mekanism:CompressedRedstone, Compressed Redstone
mekanism:CompressedDiamond, Compressed Diamond
mekanism:CompressedObsidian, Compressed Obsidian
mekanism:PortableTeleporter, Portable Teleporter
mekanism:TeleportationCore, Teleportation Core
mekanism:Clump:0, Iron Clump
mekanism:Clump:1, Gold Clump
mekanism:Clump:2, Osmium Clump
mekanism:Clump:3, Copper Clump
mekanism:Clump:4, Tin Clump
mekanism:Clump:5, Silver Clump
mekanism:Clump:6, Lead Clump
mekanism:DirtyDust:0, Dirty Iron Dust
mekanism:DirtyDust:1, Dirty Gold Dust
mekanism:DirtyDust:2, Dirty Osmium Dust
mekanism:DirtyDust:3, Dirty Copper Dust
mekanism:DirtyDust:4, Dirty Tin Dust
mekanism:DirtyDust:5, Dirty Silver Dust
mekanism:DirtyDust:6, Dirty Lead Dust
mekanism:Configurator, Configurator
mekanism:NetworkReader, Network Reader
mekanism:WalkieTalkie, Walkie-Talkie
mekanism:Jetpack, Jetpack
mekanism:Dictionary, Dictionary
mekanism:GasMask, Gas Mask
mekanism:ScubaTank, Scuba Tank
mekanism:Balloon:0, §8Black Balloon
mekanism:Balloon:1, §cRed Balloon
mekanism:Balloon:2, §2Green Balloon
mekanism:Balloon:3, §6Brown Balloon
mekanism:Balloon:4, §1Blue Balloon
mekanism:Balloon:5, §5Purple Balloon
mekanism:Balloon:6, §3Cyan Balloon
mekanism:Balloon:7, §7Light Grey Balloon
mekanism:Balloon:8, §8Grey Balloon
mekanism:Balloon:9, §dPink Balloon
mekanism:Balloon:10, §aLime Balloon
mekanism:Balloon:11, §eYellow Balloon
mekanism:Balloon:12, §9Light Blue Balloon
mekanism:Balloon:13, §dMagenta Balloon
mekanism:Balloon:14, §6Orange Balloon
mekanism:Balloon:15, §fWhite Balloon
mekanism:Shard:0, Iron Shard
mekanism:Shard:1, Gold Shard
mekanism:Shard:2, Osmium Shard
mekanism:Shard:3, Copper Shard
mekanism:Shard:4, Tin Shard
mekanism:Shard:5, Silver Shard
mekanism:Shard:6, Lead Shard
mekanism:ElectrolyticCore, Electrolytic Core
mekanism:Sawdust, Sawdust
mekanism:Salt, Salt
mekanism:Crystal:0, Iron Crystal
mekanism:Crystal:1, Gold Crystal
mekanism:Crystal:2, Osmium Crystal
mekanism:Crystal:3, Copper Crystal
mekanism:Crystal:4, Tin Crystal
mekanism:Crystal:5, Silver Crystal
mekanism:Crystal:6, Lead Crystal
mekanism:FreeRunners, Free Runners
mekanism:ArmoredJetpack, Armored Jetpack
mekanism:ConfigurationCard, Configuration Card
mekanism:CraftingFormula, Crafting Formula
mekanism:SeismicReader, Seismic Reader
mekanism:Substrate, Substrate
mekanism:Polyethene:0, HDPE Pellet
mekanism:Polyethene:1, HDPE Rod
mekanism:Polyethene:2, HDPE Sheet
mekanism:Polyethene:3, PlaStick
mekanism:BioFuel, Bio Fuel
mekanism:GlowPanel:0, §8Black Glow Panel
mekanism:GlowPanel:1, §cRed Glow Panel
mekanism:GlowPanel:2, §2Green Glow Panel
mekanism:GlowPanel:3, §6Brown Glow Panel
mekanism:GlowPanel:4, §1Blue Glow Panel
mekanism:GlowPanel:5, §5Purple Glow Panel
mekanism:GlowPanel:6, §3Cyan Glow Panel
mekanism:GlowPanel:7, §7Light Grey Glow Panel
mekanism:GlowPanel:8, §8Grey Glow Panel
mekanism:GlowPanel:9, §dPink Glow Panel
mekanism:GlowPanel:10, §aLime Glow Panel
mekanism:GlowPanel:11, §eYellow Glow Panel
mekanism:GlowPanel:12, §9Light Blue Glow Panel
mekanism:GlowPanel:13, §dMagenta Glow Panel
mekanism:GlowPanel:14, §6Orange Glow Panel
mekanism:GlowPanel:15, §fWhite Glow Panel
mekanism:Flamethrower, Flamethrower
mekanism:GaugeDropper, Gauge Dropper
mekanism:TierInstaller:0, Basic Tier Installer
mekanism:TierInstaller:1, Advanced Tier Installer
mekanism:TierInstaller:2, Elite Tier Installer
mekanism:TierInstaller:3, Ultimate Tier Installer
mekanism:OtherDust:0, Diamond Dust
mekanism:OtherDust:1, Steel Dust
mekanism:OtherDust:3, Sulfur Dust
mekanism:OtherDust:4, Lithium Dust
mekanism:OtherDust:5, Refined Obsidian Dust
mekanism:OtherDust:6, Obsidian Dust
mekanism:BasicBlock:0, Osmium Block
mekanism:BasicBlock:1, Bronze Block
mekanism:BasicBlock:2, Refined Obsidian
mekanism:BasicBlock:3, Charcoal Block
mekanism:BasicBlock:4, Refined Glowstone
mekanism:BasicBlock:5, Steel Block
mekanism:BasicBlock:6, Basic Bin
mekanism:BasicBlock:6, Advanced Bin
mekanism:BasicBlock:6, Elite Bin
mekanism:BasicBlock:6, Ultimate Bin
mekanism:BasicBlock:6, Creative Bin
mekanism:BasicBlock:7, Teleporter Frame
mekanism:BasicBlock:8, Steel Casing
mekanism:BasicBlock:9, Dynamic Tank
mekanism:BasicBlock:10, Structural Glass
mekanism:BasicBlock:11, Dynamic Valve
mekanism:BasicBlock:12, Copper Block
mekanism:BasicBlock:13, Tin Block
mekanism:BasicBlock:14, Thermal Evaporation Controller
mekanism:BasicBlock:15, Thermal Evaporation Valve
mekanism:BasicBlock2:0, Thermal Evaporation Block
mekanism:BasicBlock2:1, Induction Casing
mekanism:BasicBlock2:2, Induction Port
mekanism:BasicBlock2:3, Basic Induction Cell
mekanism:BasicBlock2:3, Advanced Induction Cell
mekanism:BasicBlock2:3, Elite Induction Cell
mekanism:BasicBlock2:3, Ultimate Induction Cell
mekanism:BasicBlock2:4, Basic Induction Provider
mekanism:BasicBlock2:4, Advanced Induction Provider
mekanism:BasicBlock2:4, Elite Induction Provider
mekanism:BasicBlock2:4, Ultimate Induction Provider
mekanism:BasicBlock2:5, Superheating Element
mekanism:BasicBlock2:6, Pressure Disperser
mekanism:BasicBlock2:7, Boiler Casing
mekanism:BasicBlock2:8, Boiler Valve
mekanism:BasicBlock2:9, Security Desk
mekanism:MachineBlock:0, Enrichment Chamber
mekanism:MachineBlock:1, Osmium Compressor
mekanism:MachineBlock:2, Combiner
mekanism:MachineBlock:3, Crusher
mekanism:MachineBlock:4, Digital Miner
mekanism:MachineBlock:5, Basic Smelting Factory
mekanism:MachineBlock:5, Basic Enriching Factory
mekanism:MachineBlock:5, Basic Crushing Factory
mekanism:MachineBlock:5, Basic Compressing Factory
mekanism:MachineBlock:5, Basic Combining Factory
mekanism:MachineBlock:5, Basic Purifying Factory
mekanism:MachineBlock:5, Basic Injecting Factory
mekanism:MachineBlock:5, Basic Infusing Factory
mekanism:MachineBlock:6, Advanced Smelting Factory
mekanism:MachineBlock:6, Advanced Enriching Factory
mekanism:MachineBlock:6, Advanced Crushing Factory
mekanism:MachineBlock:6, Advanced Compressing Factory
mekanism:MachineBlock:6, Advanced Combining Factory
mekanism:MachineBlock:6, Advanced Purifying Factory
mekanism:MachineBlock:6, Advanced Injecting Factory
mekanism:MachineBlock:6, Advanced Infusing Factory
mekanism:MachineBlock:7, Elite Smelting Factory
mekanism:MachineBlock:7, Elite Enriching Factory
mekanism:MachineBlock:7, Elite Crushing Factory
mekanism:MachineBlock:7, Elite Compressing Factory
mekanism:MachineBlock:7, Elite Combining Factory
mekanism:MachineBlock:7, Elite Purifying Factory
mekanism:MachineBlock:7, Elite Injecting Factory
mekanism:MachineBlock:7, Elite Infusing Factory
mekanism:MachineBlock:8, Metallurgic Infuser
mekanism:MachineBlock:9, Purification Chamber
mekanism:MachineBlock:10, Energized Smelter
mekanism:MachineBlock:11, Teleporter
mekanism:MachineBlock:12, Electric Pump
mekanism:MachineBlock:13, Personal Chest
mekanism:MachineBlock:14, Chargepad
mekanism:MachineBlock:15, Logistical Sorter
mekanism:MachineBlock2:0, Rotary Condensentrator
mekanism:MachineBlock2:1, Chemical Oxidizer
mekanism:MachineBlock2:2, Chemical Infuser
mekanism:MachineBlock2:3, Chemical Injection Chamber
mekanism:MachineBlock2:4, Electrolytic Separator
mekanism:MachineBlock2:5, Precision Sawmill
mekanism:MachineBlock2:6, Chemical Dissolution Chamber
mekanism:MachineBlock2:7, Chemical Washer
mekanism:MachineBlock2:8, Chemical Crystallizer
mekanism:MachineBlock2:9, Seismic Vibrator
mekanism:MachineBlock2:10, Pressurized Reaction Chamber
mekanism:MachineBlock2:11, Basic Fluid Tank
mekanism:MachineBlock2:11, Advanced Fluid Tank
mekanism:MachineBlock2:11, Elite Fluid Tank
mekanism:MachineBlock2:11, Ultimate Fluid Tank
mekanism:MachineBlock2:11, Creative Fluid Tank
mekanism:MachineBlock2:12, Fluidic Plenisher
mekanism:MachineBlock2:13, Laser
mekanism:MachineBlock2:14, Laser Amplifier
mekanism:MachineBlock2:15, Laser Tractor Beam
mekanism:MachineBlock3:0, Quantum Entangloporter
mekanism:MachineBlock3:1, Solar Neutron Activator
mekanism:MachineBlock3:3, Oredictionificator
mekanism:MachineBlock3:4, Resistive Heater
mekanism:MachineBlock3:5, Formulaic Assemblicator
mekanism:MachineBlock3:6, Fuelwood Heater
mekanism:OreBlock:0, Osmium Ore
mekanism:OreBlock:1, Copper Ore
mekanism:OreBlock:2, Tin Ore
mekanism:EnergyCube:0, Basic Energy Cube
mekanism:EnergyCube:0, Basic Energy Cube
mekanism:EnergyCube:0, Advanced Energy Cube
mekanism:EnergyCube:0, Advanced Energy Cube
mekanism:EnergyCube:0, Elite Energy Cube
mekanism:EnergyCube:0, Elite Energy Cube
mekanism:EnergyCube:0, Ultimate Energy Cube
mekanism:EnergyCube:0, Ultimate Energy Cube
mekanism:EnergyCube:0, Creative Energy Cube
mekanism:EnergyCube:0, Creative Energy Cube
mekanism:ObsidianTNT, Obsidian TNT
mekanism:BoundingBlock, Bounding Block
mekanism:GasTank:0, Basic Gas Tank
mekanism:GasTank:0, Advanced Gas Tank
mekanism:GasTank:0, Elite Gas Tank
mekanism:GasTank:0, Ultimate Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:GasTank:0, Creative Gas Tank
mekanism:CardboardBox, Cardboard Box
mekanism:PlasticBlock:0, §8Black Plastic Block
mekanism:PlasticBlock:1, §cRed Plastic Block
mekanism:PlasticBlock:2, §2Green Plastic Block
mekanism:PlasticBlock:3, §6Brown Plastic Block
mekanism:PlasticBlock:4, §1Blue Plastic Block
mekanism:PlasticBlock:5, §5Purple Plastic Block
mekanism:PlasticBlock:6, §3Cyan Plastic Block
mekanism:PlasticBlock:7, §7Light Grey Plastic Block
mekanism:PlasticBlock:8, §8Grey Plastic Block
mekanism:PlasticBlock:9, §dPink Plastic Block
mekanism:PlasticBlock:10, §aLime Plastic Block
mekanism:PlasticBlock:11, §eYellow Plastic Block
mekanism:PlasticBlock:12, §9Light Blue Plastic Block
mekanism:PlasticBlock:13, §dMagenta Plastic Block
mekanism:PlasticBlock:14, §6Orange Plastic Block
mekanism:PlasticBlock:15, §fWhite Plastic Block
mekanism:SlickPlasticBlock:0, §8Black Slick Plastic Block
mekanism:SlickPlasticBlock:1, §cRed Slick Plastic Block
mekanism:SlickPlasticBlock:2, §2Green Slick Plastic Block
mekanism:SlickPlasticBlock:3, §6Brown Slick Plastic Block
mekanism:SlickPlasticBlock:4, §1Blue Slick Plastic Block
mekanism:SlickPlasticBlock:5, §5Purple Slick Plastic Block
mekanism:SlickPlasticBlock:6, §3Cyan Slick Plastic Block
mekanism:SlickPlasticBlock:7, §7Light Grey Slick Plastic Block
mekanism:SlickPlasticBlock:8, §8Grey Slick Plastic Block
mekanism:SlickPlasticBlock:9, §dPink Slick Plastic Block
mekanism:SlickPlasticBlock:10, §aLime Slick Plastic Block
mekanism:SlickPlasticBlock:11, §eYellow Slick Plastic Block
mekanism:SlickPlasticBlock:12, §9Light Blue Slick Plastic Block
mekanism:SlickPlasticBlock:13, §dMagenta Slick Plastic Block
mekanism:SlickPlasticBlock:14, §6Orange Slick Plastic Block
mekanism:SlickPlasticBlock:15, §fWhite Slick Plastic Block
mekanism:GlowPlasticBlock:0, §8Black Plastic Glow Block
mekanism:GlowPlasticBlock:1, §cRed Plastic Glow Block
mekanism:GlowPlasticBlock:2, §2Green Plastic Glow Block
mekanism:GlowPlasticBlock:3, §6Brown Plastic Glow Block
mekanism:GlowPlasticBlock:4, §1Blue Plastic Glow Block
mekanism:GlowPlasticBlock:5, §5Purple Plastic Glow Block
mekanism:GlowPlasticBlock:6, §3Cyan Plastic Glow Block
mekanism:GlowPlasticBlock:7, §7Light Grey Plastic Glow Block
mekanism:GlowPlasticBlock:8, §8Grey Plastic Glow Block
mekanism:GlowPlasticBlock:9, §dPink Plastic Glow Block
mekanism:GlowPlasticBlock:10, §aLime Plastic Glow Block
mekanism:GlowPlasticBlock:11, §eYellow Plastic Glow Block
mekanism:GlowPlasticBlock:12, §9Light Blue Plastic Glow Block
mekanism:GlowPlasticBlock:13, §dMagenta Plastic Glow Block
mekanism:GlowPlasticBlock:14, §6Orange Plastic Glow Block
mekanism:GlowPlasticBlock:15, §fWhite Plastic Glow Block
mekanism:ReinforcedPlasticBlock:0, §8Black Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:1, §cRed Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:2, §2Green Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:3, §6Brown Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:4, §1Blue Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:5, §5Purple Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:6, §3Cyan Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:7, §7Light Grey Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:8, §8Grey Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:9, §dPink Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:10, §aLime Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:11, §eYellow Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:12, §9Light Blue Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:13, §dMagenta Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:14, §6Orange Reinforced Plastic Block
mekanism:ReinforcedPlasticBlock:15, §fWhite Reinforced Plastic Block
mekanism:RoadPlasticBlock:0, §8Black Plastic Road
mekanism:RoadPlasticBlock:1, §cRed Plastic Road
mekanism:RoadPlasticBlock:2, §2Green Plastic Road
mekanism:RoadPlasticBlock:3, §6Brown Plastic Road
mekanism:RoadPlasticBlock:4, §1Blue Plastic Road
mekanism:RoadPlasticBlock:5, §5Purple Plastic Road
mekanism:RoadPlasticBlock:6, §3Cyan Plastic Road
mekanism:RoadPlasticBlock:7, §7Light Grey Plastic Road
mekanism:RoadPlasticBlock:8, §8Grey Plastic Road
mekanism:RoadPlasticBlock:9, §dPink Plastic Road
mekanism:RoadPlasticBlock:10, §aLime Plastic Road
mekanism:RoadPlasticBlock:11, §eYellow Plastic Road
mekanism:RoadPlasticBlock:12, §9Light Blue Plastic Road
mekanism:RoadPlasticBlock:13, §dMagenta Plastic Road
mekanism:RoadPlasticBlock:14, §6Orange Plastic Road
mekanism:RoadPlasticBlock:15, §fWhite Plastic Road
mekanism:PlasticFence:0, §8Black Plastic Barrier
mekanism:PlasticFence:1, §cRed Plastic Barrier
mekanism:PlasticFence:2, §2Green Plastic Barrier
mekanism:PlasticFence:3, §6Brown Plastic Barrier
mekanism:PlasticFence:4, §1Blue Plastic Barrier
mekanism:PlasticFence:5, §5Purple Plastic Barrier
mekanism:PlasticFence:6, §3Cyan Plastic Barrier
mekanism:PlasticFence:7, §7Light Grey Plastic Barrier
mekanism:PlasticFence:8, §8Grey Plastic Barrier
mekanism:PlasticFence:9, §dPink Plastic Barrier
mekanism:PlasticFence:10, §aLime Plastic Barrier
mekanism:PlasticFence:11, §eYellow Plastic Barrier
mekanism:PlasticFence:12, §9Light Blue Plastic Barrier
mekanism:PlasticFence:13, §dMagenta Plastic Barrier
mekanism:PlasticFence:14, §6Orange Plastic Barrier
mekanism:PlasticFence:15, §fWhite Plastic Barrier
mekanism:SaltBlock, Salt Block
mekanismgenerators:Generator:0, Heat Generator
mekanismgenerators:Generator:1, Solar Generator
mekanismgenerators:Generator:3, Gas-Burning Generator
mekanismgenerators:Generator:4, Bio-Generator
mekanismgenerators:Generator:5, Advanced Solar Generator
mekanismgenerators:Generator:6, Wind Generator
mekanismgenerators:Generator:7, Turbine Rotor
mekanismgenerators:Generator:8, Rotational Complex
mekanismgenerators:Generator:9, Electromagnetic Coil
mekanismgenerators:Generator:10, Turbine Casing
mekanismgenerators:Generator:11, Turbine Valve
mekanismgenerators:Generator:12, Turbine Vent
mekanismgenerators:Generator:13, Saturating Condenser
mekanismgenerators:Reactor:0, Reactor Controller
mekanismgenerators:Reactor:1, Reactor Frame
mekanismgenerators:Reactor:3, Reactor Port
mekanismgenerators:Reactor:4, Reactor Logic Adapter
mekanismgenerators:ReactorGlass:0, Reactor Glass
mekanismgenerators:ReactorGlass:1, Laser Focus Matrix
mekanismgenerators:SolarPanel, Solar Panel
mekanismgenerators:Hohlraum, Hohlraum
mekanismgenerators:TurbineBlade, Turbine Blade
mekanismtools:WoodPaxel, Wood Paxel
mekanismtools:StonePaxel, Stone Paxel
mekanismtools:IronPaxel, Iron Paxel
mekanismtools:DiamondPaxel, Diamond Paxel
mekanismtools:GoldPaxel, Gold Paxel
mekanismtools:ObsidianHelmet, Obsidian Helmet
mekanismtools:ObsidianChestplate, Obsidian Chestplate
mekanismtools:ObsidianLeggings, Obsidian Leggings
mekanismtools:ObsidianBoots, Obsidian Boots
mekanismtools:ObsidianPaxel, Obsidian Paxel
mekanismtools:ObsidianPickaxe, Obsidian Pickaxe
mekanismtools:ObsidianAxe, Obsidian Axe
mekanismtools:ObsidianShovel, Obsidian Shovel
mekanismtools:ObsidianHoe, Obsidian Hoe
mekanismtools:ObsidianSword, Obsidian Sword
mekanismtools:LapisLazuliHelmet, Lapis Lazuli Helmet
mekanismtools:LapisLazuliChestplate, Lapis Lazuli Chestplate
mekanismtools:LapisLazuliLeggings, Lapis Lazuli Leggings
mekanismtools:LapisLazuliBoots, Lapis Lazuli Boots
mekanismtools:LapisLazuliPaxel, Lapis Lazuli Paxel
mekanismtools:LapisLazuliPickaxe, Lapis Lazuli Pickaxe
mekanismtools:LapisLazuliAxe, Lapis Lazuli Axe
mekanismtools:LapisLazuliShovel, item.LapisLazuliShovel.name
mekanismtools:LapisLazuliHoe, Lapis Lazuli Hoe
mekanismtools:LapisLazuliSword, Lapis Lazuli Sword
mekanismtools:OsmiumHelmet, Osmium Helmet
mekanismtools:OsmiumChestplate, Osmium Chestplate
mekanismtools:OsmiumLeggings, Osmium Leggings
mekanismtools:OsmiumBoots, Osmium Boots
mekanismtools:OsmiumPaxel, Osmium Paxel
mekanismtools:OsmiumPickaxe, Osmium Pickaxe
mekanismtools:OsmiumAxe, Osmium Axe
mekanismtools:OsmiumShovel, Osmium Shovel
mekanismtools:OsmiumHoe, Osmium Hoe
mekanismtools:OsmiumSword, Osmium Sword
mekanismtools:BronzeHelmet, Bronze Helmet
mekanismtools:BronzeChestplate, Bronze Chestplate
mekanismtools:BronzeLeggings, Bronze Leggings
mekanismtools:BronzeBoots, Bronze Boots
mekanismtools:BronzePaxel, Bronze Paxel
mekanismtools:BronzePickaxe, Bronze Pickaxe
